202400000000,钱强,计算机学院,C1010463,算法设计,3.0,2024-09,2024-10-14,41
202400000001,赵娜,数学学院,C1003273,数据结构,2.0,2022-09,2022-05-24,72
202400000002,赵芳,电子学院,C1021288,数据库系统,2.0,2023-02,2023-12-10,27
202400000003,王娜,经济学院,C1032598,操作系统,1.0,2024-09,2022-08-16,10
202400000004,吴强,物理学院,C1016669,人工智能,2.0,2024-09,2022-03-12,61
202400000005,冯鹏,计算机学院,C1001689,算法设计,2.0,2024-02,2023-01-02,91
202400000006,李鹏,电子学院,C1026183,计算机网络,4.0,2022-09,2022-11-24,2
202400000007,王娜,计算机学院,C1017472,编译原理,1.0,2024-09,2022-07-10,77
202400000008,冯磊,外语学院,C1011046,离散数学,4.0,2023-02,2023-11-26,56
202400000009,王伟,物理学院,C1025383,计算机网络,1.0,2024-02,2023-12-15,83
202400000010,郑涛,电子学院,C1026621,离散数学,3.0,2022-09,2022-12-12,80
202400000011,冯伟,外语学院,C1001645,计算机网络,1.0,2024-09,2023-08-25,1
202400000012,郑敏,外语学院,C1015666,离散数学,3.0,2024-02,2022-12-08,25
202400000013,孙芳,物理学院,C1025645,数据结构,1.0,2023-02,2023-01-23,43
202400000014,赵鹏,经济学院,C1032259,数据库系统,2.0,2023-09,2024-09-02,59
202400000015,周涛,物理学院,C1021541,人工智能,1.0,2023-09,2023-08-05,74
202400000016,李强,物理学院,C1022206,操作系统,1.0,2023-02,2022-06-30,52
202400000017,吴敏,外语学院,C1024503,编译原理,2.0,2024-02,2024-07-01,19
202400000018,王芳,物理学院,C1012736,人工智能,4.0,2024-02,2022-01-12,16
202400000019,李鹏,电子学院,C1009215,离散数学,1.0,2022-09,2022-11-18,80
202400000020,郑涛,数学学院,C1012006,离散数学,1.0,2024-09,2022-02-20,100
202400000021,李华,经济学院,C1026613,数据库系统,3.0,2023-02,2022-03-19,71
202400000022,周伟,电子学院,C1022333,离散数学,1.0,2024-02,2024-08-15,17
202400000023,周芳,经济学院,C1030677,数据库系统,2.0,2022-09,2024-03-31,0
202400000024,陈强,电子学院,C1008964,人工智能,2.0,2023-02,2022-03-10,82
202400000025,王军,电子学院,C1029763,人工智能,3.0,2023-02,2024-04-07,26
202400000026,陈娜,外语学院,C1031336,人工智能,3.0,2022-09,2022-11-30,31
202400000027,郑强,经济学院,C1007913,操作系统,3.0,2023-02,2024-01-03,12
202400000028,吴芳,电子学院,C1008583,数据库系统,2.0,2024-02,2022-02-18,15
202400000029,孙强,外语学院,C1006007,算法设计,3.0,2022-09,2024-06-27,82
202400000030,陈华,数学学院,C1003726,数据结构,2.0,2023-02,2022-01-01,4
202400000031,孙伟,计算机学院,C1017238,数据结构,1.0,2023-09,2023-03-22,68
202400000032,周鹏,计算机学院,C1003351,编译原理,1.0,2022-09,2023-11-28,91
202400000033,郑涛,计算机学院,C1003947,离散数学,2.0,2023-02,2024-05-05,35
202400000034,陈鹏,数学学院,C1023572,操作系统,1.0,2024-02,2024-01-18,98
202400000035,孙涛,外语学院,C1011962,离散数学,4.0,2022-09,2023-11-03,37
202400000036,李伟,物理学院,C1013288,编译原理,2.0,2024-02,2022-04-28,82
202400000037,李敏,计算机学院,C1014796,操作系统,3.0,2023-02,2023-03-22,18
202400000038,吴娜,电子学院,C1026743,离散数学,3.0,2023-02,2024-01-19,50
202400000039,冯芳,电子学院,C1029218,离散数学,3.0,2024-09,2023-08-10,42
202400000040,李磊,外语学院,C1014172,编译原理,1.0,2023-02,2023-08-18,71
202400000041,冯强,电子学院,C1014882,离散数学,2.0,2023-09,2022-07-20,57
202400000042,周娜,数学学院,C1021636,算法设计,4.0,2022-09,2022-07-11,3
202400000043,冯娜,物理学院,C1023863,人工智能,2.0,2023-02,2023-07-26,51
202400000044,吴涛,计算机学院,C1032733,人工智能,1.0,2023-02,2022-05-21,2
202400000045,钱军,外语学院,C1023841,操作系统,2.0,2023-02,2024-04-25,63
202400000046,赵敏,数学学院,C1027866,算法设计,1.0,2022-09,2022-10-24,44
202400000047,孙娜,计算机学院,C1028841,算法设计,2.0,2024-02,2023-04-05,94
202400000048,周强,外语学院,C1006394,编译原理,4.0,2022-09,2024-10-16,19
202400000049,王涛,物理学院,C1001328,离散数学,2.0,2023-02,2022-10-29,22
202400000050,冯娜,物理学院,C1026781,数据结构,3.0,2023-09,2023-03-05,60
202400000051,王鹏,物理学院,C1014297,计算机网络,1.0,2024-09,2023-01-08,87
202400000052,郑强,计算机学院,C1004545,人工智能,2.0,2024-09,2023-12-19,56
202400000053,赵芳,计算机学院,C1011320,离散数学,1.0,2022-09,2022-11-17,15
202400000054,陈军,外语学院,C1004733,计算机网络,3.0,2024-09,2023-05-09,77
202400000055,赵磊,数学学院,C1013771,操作系统,3.0,2023-09,2024-06-09,81
202400000056,吴芳,电子学院,C1015709,操作系统,3.0,2023-09,2022-06-05,33
202400000057,冯磊,计算机学院,C1018096,编译原理,3.0,2023-02,2024-05-08,9
202400000058,孙涛,电子学院,C1022504,数据库系统,3.0,2023-02,2022-05-20,33
202400000059,李磊,外语学院,C1020812,数据结构,1.0,2023-09,2022-06-17,93
202400000060,李军,外语学院,C1028658,算法设计,4.0,2023-02,2024-07-26,2
202400000061,冯芳,经济学院,C1005094,算法设计,1.0,2024-09,2022-10-24,11
202400000062,陈强,电子学院,C1031372,操作系统,2.0,2024-09,2022-03-30,36
202400000063,周强,计算机学院,C1027744,计算机网络,4.0,2024-09,2022-06-18,26
202400000064,王涛,数学学院,C1005045,操作系统,3.0,2023-09,2024-03-07,25
202400000065,王娜,数学学院,C1010129,算法设计,4.0,2023-02,2023-04-23,27
202400000066,冯鹏,电子学院,C1024593,人工智能,2.0,2024-09,2022-06-03,45
202400000067,冯涛,数学学院,C1004848,人工智能,4.0,2023-02,2023-07-27,71
202400000068,冯芳,计算机学院,C1012881,计算机网络,4.0,2024-09,2024-01-04,0
202400000069,陈磊,物理学院,C1014485,数据库系统,1.0,2024-02,2024-03-04,17
202400000070,赵伟,经济学院,C1015382,编译原理,1.0,2023-09,2023-02-28,69
202400000071,孙鹏,计算机学院,C1027827,离散数学,2.0,2023-09,2023-01-12,43
202400000072,郑娜,外语学院,C1020087,数据库系统,3.0,2023-02,2022-03-24,40
202400000073,郑强,经济学院,C1000278,数据结构,3.0,2023-09,2024-04-02,10
202400000074,冯强,外语学院,C1004202,人工智能,1.0,2024-09,2024-07-07,80
202400000075,冯磊,计算机学院,C1024154,离散数学,2.0,2022-09,2022-05-24,85
202400000076,郑鹏,经济学院,C1010692,数据结构,4.0,2024-02,2022-07-27,77
202400000077,李强,电子学院,C1015298,编译原理,2.0,2023-09,2022-03-02,37
202400000078,孙军,物理学院,C1016269,算法设计,1.0,2024-02,2022-07-12,69
202400000079,王鹏,数学学院,C1001536,离散数学,1.0,2023-09,2022-02-18,55
202400000080,钱强,经济学院,C1021209,离散数学,3.0,2023-02,2024-05-12,51
202400000081,王芳,物理学院,C1002648,算法设计,3.0,2023-09,2024-11-05,70
202400000082,孙涛,数学学院,C1011624,编译原理,4.0,2023-02,2023-12-23,72
202400000083,周强,电子学院,C1032466,操作系统,3.0,2024-02,2023-09-25,4
202400000084,冯鹏,计算机学院,C1006070,离散数学,4.0,2024-02,2022-05-05,59
202400000085,郑华,物理学院,C1020861,算法设计,1.0,2024-09,2023-01-31,92
202400000086,郑伟,经济学院,C1010825,计算机网络,1.0,2023-09,2023-12-05,96
202400000087,周涛,物理学院,C1006139,操作系统,1.0,2022-09,2024-10-17,99
202400000088,钱涛,数学学院,C1014424,数据结构,1.0,2022-09,2024-07-19,47
202400000089,王伟,电子学院,C1021954,编译原理,2.0,2024-02,2023-03-20,97
202400000090,赵娜,外语学院,C1009250,数据结构,2.0,2023-09,2023-09-10,46
202400000091,周涛,电子学院,C1027348,操作系统,2.0,2024-02,2022-06-30,1
202400000092,钱伟,电子学院,C1030100,编译原理,2.0,2024-02,2023-12-26,72
202400000093,王强,物理学院,C1009710,计算机网络,1.0,2023-02,2024-10-28,95
202400000094,钱芳,数学学院,C1023044,人工智能,1.0,2023-02,2024-05-18,14
202400000095,赵华,经济学院,C1031819,数据库系统,2.0,2024-09,2023-01-28,60
202400000096,孙芳,外语学院,C1022579,数据结构,4.0,2023-09,2024-11-29,26
202400000097,吴强,外语学院,C1007826,人工智能,3.0,2024-02,2023-10-22,99
202400000098,李磊,外语学院,C1003543,数据结构,4.0,2023-02,2023-05-14,1
202400000099,冯敏,外语学院,C1021905,算法设计,2.0,2024-02,2022-08-21,44
202400000100,赵强,外语学院,C1019536,编译原理,1.0,2023-02,2022-04-27,73
202400000101,赵强,计算机学院,C1004813,计算机网络,4.0,2022-09,2024-01-10,57
202400000102,赵军,计算机学院,C1028765,算法设计,4.0,2024-02,2024-01-29,7
202400000103,陈华,数学学院,C1016393,人工智能,1.0,2022-09,2022-09-06,38
202400000104,王强,物理学院,C1027887,数据库系统,3.0,2024-09,2024-04-02,48
202400000105,王华,物理学院,C1026204,编译原理,4.0,2024-02,2023-01-19,85
202400000106,郑芳,外语学院,C1017255,算法设计,1.0,2022-09,2024-12-07,67
202400000107,赵伟,电子学院,C1004206,编译原理,2.0,2024-02,2023-01-07,32
202400000108,王军,数学学院,C1007135,人工智能,4.0,2023-02,2022-02-27,53
202400000109,赵军,电子学院,C1009446,算法设计,1.0,2024-02,2024-02-24,86
202400000110,吴军,计算机学院,C1028247,算法设计,4.0,2023-02,2023-08-21,20
202400000111,赵娜,计算机学院,C1011588,人工智能,3.0,2023-02,2023-10-16,26
202400000112,李磊,经济学院,C1016851,数据结构,1.0,2024-09,2024-12-09,51
202400000113,李华,经济学院,C1025224,数据库系统,2.0,2023-02,2023-12-25,99
202400000114,孙强,经济学院,C1000215,数据库系统,1.0,2023-02,2024-01-16,62
202400000115,周军,计算机学院,C1015490,算法设计,2.0,2024-02,2023-08-02,19
202400000116,王娜,计算机学院,C1021181,操作系统,2.0,2023-09,2023-09-17,56
202400000117,周伟,经济学院,C1029085,数据库系统,1.0,2024-09,2023-01-13,89
202400000118,郑鹏,计算机学院,C1024536,离散数学,2.0,2022-09,2023-09-02,89
202400000119,王伟,外语学院,C1009342,算法设计,3.0,2024-09,2022-12-29,13
202400000120,吴芳,经济学院,C1029291,编译原理,4.0,2022-09,2022-06-06,7
202400000121,钱华,外语学院,C1014801,编译原理,2.0,2022-09,2022-06-06,81
202400000122,孙军,计算机学院,C1006351,编译原理,4.0,2024-02,2024-06-11,19
202400000123,孙鹏,外语学院,C1019481,数据库系统,2.0,2024-02,2022-01-16,85
202400000124,赵芳,经济学院,C1021862,人工智能,1.0,2024-09,2024-11-09,60
202400000125,李娜,电子学院,C1015462,数据结构,4.0,2022-09,2023-10-15,20
202400000126,冯敏,数学学院,C1005933,离散数学,2.0,2023-02,2024-12-13,40
202400000127,陈娜,外语学院,C1017965,人工智能,2.0,2023-09,2022-07-25,61
202400000128,冯涛,物理学院,C1014856,计算机网络,1.0,2022-09,2023-07-21,46
202400000129,赵华,外语学院,C1004550,离散数学,4.0,2023-09,2023-12-28,45
202400000130,郑伟,外语学院,C1014365,操作系统,2.0,2023-09,2024-09-27,56
202400000131,李敏,数学学院,C1021557,操作系统,1.0,2024-09,2024-01-15,9
202400000132,周华,数学学院,C1005596,人工智能,1.0,2024-09,2022-03-07,69
202400000133,吴鹏,物理学院,C1027722,人工智能,3.0,2023-02,2023-09-25,46
202400000134,王娜,计算机学院,C1030851,编译原理,3.0,2022-09,2024-10-30,94
202400000135,周磊,计算机学院,C1027709,数据库系统,4.0,2024-09,2024-08-11,72
202400000136,吴鹏,经济学院,C1021308,数据库系统,4.0,2022-09,2022-07-08,32
202400000137,李鹏,电子学院,C1027723,人工智能,4.0,2024-09,2024-08-17,70
202400000138,王军,计算机学院,C1014642,人工智能,3.0,2024-09,2022-07-19,15
202400000139,赵娜,物理学院,C1011786,操作系统,1.0,2023-09,2023-04-28,72
202400000140,孙华,经济学院,C1015142,数据结构,4.0,2024-09,2024-06-21,100
202400000141,周涛,经济学院,C1020840,人工智能,2.0,2023-02,2023-01-29,42
202400000142,陈敏,外语学院,C1021869,数据库系统,1.0,2023-02,2024-10-28,79
202400000143,孙军,物理学院,C1029579,计算机网络,3.0,2022-09,2022-03-04,94
202400000144,周磊,经济学院,C1026464,数据结构,2.0,2023-09,2022-07-16,63
202400000145,周敏,电子学院,C1021783,数据库系统,3.0,2022-09,2023-12-09,36
202400000146,孙敏,物理学院,C1001954,算法设计,3.0,2023-09,2023-01-26,55
202400000147,冯伟,计算机学院,C1026752,计算机网络,3.0,2024-02,2023-05-27,24
202400000148,钱华,外语学院,C1022734,人工智能,2.0,2022-09,2023-12-23,87
202400000149,赵伟,数学学院,C1014959,计算机网络,2.0,2022-09,2023-11-10,35
202400000150,赵磊,数学学院,C1022627,计算机网络,4.0,2024-02,2024-04-17,53
202400000151,周娜,外语学院,C1021866,计算机网络,2.0,2024-09,2023-07-26,26
202400000152,冯伟,数学学院,C1003600,人工智能,2.0,2022-09,2022-07-15,22
202400000153,吴强,计算机学院,C1024373,编译原理,1.0,2024-09,2024-02-14,59
202400000154,赵华,经济学院,C1005030,计算机网络,2.0,2024-09,2022-09-17,29
202400000155,陈军,外语学院,C1002483,离散数学,2.0,2024-02,2024-06-22,39
202400000156,钱芳,经济学院,C1013920,离散数学,4.0,2024-02,2023-10-02,39
202400000157,孙伟,计算机学院,C1023078,算法设计,2.0,2024-09,2023-03-06,77
202400000158,周华,外语学院,C1000063,计算机网络,4.0,2023-02,2024-07-18,60
202400000159,王涛,数学学院,C1004383,操作系统,4.0,2023-02,2024-06-02,50
202400000160,吴华,电子学院,C1023723,人工智能,1.0,2022-09,2023-03-03,34
202400000161,冯芳,物理学院,C1029317,人工智能,3.0,2023-09,2022-04-24,81
202400000162,冯军,外语学院,C1021916,数据结构,2.0,2023-02,2022-07-23,12
202400000163,冯敏,经济学院,C1008308,人工智能,1.0,2024-09,2024-02-18,40
202400000164,王涛,计算机学院,C1009968,算法设计,3.0,2023-02,2023-04-12,51
202400000165,王涛,经济学院,C1031975,离散数学,4.0,2023-02,2024-03-17,64
202400000166,赵敏,物理学院,C1011201,离散数学,2.0,2023-02,2024-10-08,47
202400000167,王军,经济学院,C1025959,离散数学,3.0,2024-09,2023-11-15,87
202400000168,冯敏,计算机学院,C1001494,数据库系统,3.0,2024-02,2023-04-13,61
202400000169,陈磊,电子学院,C1026939,数据库系统,4.0,2022-09,2024-08-27,71
202400000170,郑伟,外语学院,C1024964,算法设计,1.0,2024-09,2023-03-17,2
202400000171,钱军,数学学院,C1009671,数据库系统,3.0,2022-09,2023-06-15,1
202400000172,孙娜,物理学院,C1028818,编译原理,4.0,2024-09,2024-10-12,2
202400000173,吴敏,电子学院,C1003613,数据库系统,3.0,2022-09,2022-05-13,77
202400000174,孙磊,电子学院,C1013578,操作系统,3.0,2024-09,2023-08-31,35
202400000175,郑娜,数学学院,C1023022,计算机网络,2.0,2023-09,2022-10-04,54
202400000176,郑敏,数学学院,C1002296,离散数学,4.0,2024-02,2022-10-19,28
202400000177,周鹏,数学学院,C1032093,人工智能,2.0,2024-09,2024-03-05,11
202400000178,赵芳,数学学院,C1002690,数据结构,3.0,2024-09,2024-08-03,65
202400000179,王娜,经济学院,C1011877,算法设计,1.0,2024-09,2023-05-28,88
202400000180,陈娜,电子学院,C1017377,算法设计,4.0,2023-09,2023-01-28,80
202400000181,李磊,电子学院,C1028107,数据库系统,4.0,2022-09,2022-07-21,0
202400000182,郑芳,数学学院,C1007458,计算机网络,2.0,2022-09,2022-02-23,21
202400000183,冯敏,物理学院,C1006359,计算机网络,4.0,2024-09,2023-09-24,35
202400000184,钱芳,经济学院,C1029118,编译原理,1.0,2022-09,2022-01-09,13
202400000185,王涛,计算机学院,C1001607,人工智能,4.0,2023-02,2022-04-30,89
202400000186,周强,数学学院,C1005728,数据结构,2.0,2022-09,2024-01-25,85
202400000187,冯芳,经济学院,C1027706,编译原理,1.0,2024-02,2024-02-28,38
202400000188,周军,物理学院,C1017274,离散数学,4.0,2024-02,2023-06-03,97
202400000189,孙鹏,物理学院,C1005639,数据结构,3.0,2024-02,2024-11-26,18
202400000190,周强,经济学院,C1018292,操作系统,1.0,2022-09,2024-10-23,21
202400000191,吴军,物理学院,C1006201,编译原理,4.0,2022-09,2023-02-10,89
202400000192,陈磊,数学学院,C1010134,编译原理,1.0,2022-09,2023-03-05,39
202400000193,周伟,数学学院,C1001576,数据库系统,4.0,2023-09,2022-11-01,7
202400000194,郑涛,经济学院,C1000267,人工智能,3.0,2024-09,2024-09-29,19
202400000195,李强,计算机学院,C1032742,数据库系统,2.0,2023-09,2023-09-25,76
202400000196,陈伟,数学学院,C1007041,数据结构,4.0,2023-02,2023-04-24,30
202400000197,周军,数学学院,C1004217,编译原理,1.0,2023-09,2023-11-13,9
202400000198,钱磊,经济学院,C1017742,数据库系统,1.0,2023-09,2023-08-28,14
202400000199,陈磊,电子学院,C1005022,计算机网络,3.0,2024-09,2022-06-24,97
202400000200,郑强,数学学院,C1019766,编译原理,4.0,2024-02,2024-06-26,66
202400000201,李鹏,数学学院,C1001924,算法设计,4.0,2023-09,2022-05-03,37
202400000202,李涛,电子学院,C1020500,离散数学,2.0,2024-02,2023-04-30,38
202400000203,孙伟,物理学院,C1006717,计算机网络,1.0,2024-02,2024-10-27,28
202400000204,陈强,计算机学院,C1010521,离散数学,2.0,2024-09,2024-11-13,84
202400000205,钱鹏,数学学院,C1015327,数据库系统,2.0,2023-02,2022-12-03,84
202400000206,王芳,电子学院,C1012644,人工智能,4.0,2023-09,2022-06-27,86
202400000207,王鹏,外语学院,C1021893,离散数学,3.0,2023-09,2023-02-04,6
202400000208,冯军,电子学院,C1012308,算法设计,4.0,2024-09,2024-01-15,15
202400000209,郑磊,电子学院,C1019122,数据库系统,3.0,2024-09,2022-01-08,2
202400000210,李娜,外语学院,C1030255,编译原理,3.0,2023-02,2023-02-16,32
202400000211,赵芳,物理学院,C1028105,计算机网络,4.0,2023-09,2023-07-23,44
202400000212,赵敏,物理学院,C1012782,算法设计,2.0,2023-09,2024-06-01,69
