202400000000,HuangJun,电子学院,C1019528,数据库系统,4.0,2024-09,2023-12-10,85
202400000001,LiuLei,电子学院,C1015938,操作系统,2.0,2024-02,2024-01-03,88
202400000002,HuangPeng,数学学院,C1021802,数据结构,2.0,2022-09,2024-08-28,39
202400000003,ZhouFang,电子学院,C1026904,数据库系统,3.0,2023-02,2022-02-25,58
202400000004,ZhangFang,经济学院,C1001271,数据结构,3.0,2023-09,2024-05-01,34
202400000005,ZhangLei,计算机学院,C1032678,编译原理,3.0,2023-09,2024-12-21,75
202400000006,YangTao,物理学院,C1016640,人工智能,4.0,2023-09,2024-06-09,50
202400000007,XuHua,外语学院,C1016294,算法设计,3.0,2024-09,2023-04-05,51
202400000008,WangQiang,计算机学院,C1028064,操作系统,4.0,2023-09,2024-12-01,20
202400000009,XuFang,电子学院,C1028001,数据库系统,1.0,2023-09,2022-07-26,64
202400000010,LiuMing,外语学院,C1018645,操作系统,1.0,2024-02,2024-06-21,9
202400000011,XuLei,物理学院,C1010678,算法设计,3.0,2023-02,2023-03-16,26
202400000012,ZhaoJun,经济学院,C1028016,算法设计,4.0,2024-02,2023-01-20,78
202400000013,XuJun,计算机学院,C1011001,数据结构,3.0,2023-09,2022-12-09,58
202400000014,ZhaoPeng,外语学院,C1015463,人工智能,3.0,2023-09,2024-09-05,98
202400000015,XuHua,物理学院,C1019612,人工智能,2.0,2024-02,2024-11-26,97
202400000016,ZhouQiang,经济学院,C1012333,算法设计,1.0,2024-09,2024-09-11,29
202400000017,XuHua,电子学院,C1018658,编译原理,3.0,2023-09,2023-12-15,63
202400000018,LiMing,数学学院,C1031264,数据结构,3.0,2023-02,2024-12-10,82
202400000019,LiPeng,数学学院,C1015625,数据结构,1.0,2024-02,2024-10-11,86
202400000020,YangQiang,电子学院,C1019563,编译原理,2.0,2023-02,2024-10-16,74
202400000021,ZhaoJun,物理学院,C1009134,数据结构,3.0,2022-09,2022-07-01,62
202400000022,WangPeng,计算机学院,C1027377,数据结构,4.0,2023-02,2022-05-02,23
202400000023,WangTao,数学学院,C1002648,操作系统,3.0,2024-02,2024-09-03,71
202400000024,ZhouJun,数学学院,C1007185,数据库系统,2.0,2022-09,2024-04-16,38
202400000025,LiWei,物理学院,C1015987,数据库系统,2.0,2024-02,2023-02-12,4
202400000026,LiuFang,经济学院,C1026225,编译原理,3.0,2023-02,2023-08-28,72
202400000027,YangPeng,物理学院,C1021273,数据库系统,1.0,2024-09,2022-12-28,44
202400000028,ChenWei,物理学院,C1017165,人工智能,3.0,2024-09,2022-05-21,30
202400000029,ChenQiang,数学学院,C1001149,编译原理,2.0,2024-02,2023-06-13,67
202400000030,WangFang,电子学院,C1006967,操作系统,3.0,2022-09,2024-02-16,55
202400000031,LiNa,物理学院,C1028380,操作系统,1.0,2022-09,2024-03-10,18
202400000032,HuangWei,经济学院,C1008277,操作系统,4.0,2024-02,2022-12-30,45
202400000033,LiJun,计算机学院,C1007734,离散数学,2.0,2024-09,2022-01-15,12
202400000034,LiTao,电子学院,C1022390,算法设计,3.0,2023-09,2023-08-19,56
202400000035,ChenNa,经济学院,C1031040,计算机网络,4.0,2022-09,2022-01-09,15
202400000036,ChenQiang,外语学院,C1009503,算法设计,2.0,2024-09,2024-11-14,88
202400000037,HuangWei,经济学院,C1017747,操作系统,4.0,2023-09,2024-06-23,63
202400000038,ZhouTao,数学学院,C1019928,编译原理,2.0,2024-02,2024-04-21,74
202400000039,LiJun,计算机学院,C1019005,人工智能,2.0,2024-02,2024-06-01,92
202400000040,ChenTao,外语学院,C1020066,人工智能,2.0,2023-09,2024-05-03,86
202400000041,ChenJun,物理学院,C1017473,编译原理,4.0,2023-02,2023-10-31,91
202400000042,WangQiang,电子学院,C1012958,人工智能,3.0,2024-09,2024-04-20,32
202400000043,ChenFang,数学学院,C1010159,人工智能,1.0,2023-09,2022-08-24,85
202400000044,XuLei,经济学院,C1015502,离散数学,2.0,2023-09,2023-01-07,34
202400000045,ZhangWei,物理学院,C1003280,数据库系统,3.0,2022-09,2024-08-05,73
202400000046,ChenLei,计算机学院,C1019702,数据结构,2.0,2024-02,2022-03-03,99
202400000047,ZhaoMing,外语学院,C1015397,计算机网络,1.0,2023-02,2024-05-06,77
202400000048,ChenWei,经济学院,C1009608,编译原理,2.0,2024-09,2023-08-10,81
202400000049,LiPeng,经济学院,C1004640,人工智能,4.0,2022-09,2023-01-28,49
202400000050,ZhangTao,外语学院,C1022685,离散数学,1.0,2024-09,2022-04-20,1
202400000051,HuangNa,数学学院,C1007913,离散数学,3.0,2022-09,2023-01-27,83
202400000052,HuangPeng,计算机学院,C1007401,人工智能,1.0,2023-09,2024-06-20,61
202400000053,LiPeng,外语学院,C1020938,人工智能,3.0,2023-09,2024-01-19,31
202400000054,ZhangTao,经济学院,C1021430,数据结构,3.0,2023-02,2024-01-03,43
202400000055,ZhouNa,经济学院,C1031056,离散数学,4.0,2023-09,2023-06-22,52
202400000056,YangQiang,电子学院,C1028281,人工智能,1.0,2024-02,2022-04-11,51
202400000057,XuFang,经济学院,C1014416,人工智能,1.0,2022-09,2023-05-19,50
202400000058,LiuHua,物理学院,C1005354,数据结构,1.0,2024-09,2022-01-29,89
202400000059,ChenLei,电子学院,C1005444,人工智能,3.0,2024-09,2022-04-16,12
202400000060,LiTao,经济学院,C1001768,计算机网络,1.0,2023-09,2023-05-10,22
202400000061,ZhouTao,电子学院,C1019655,操作系统,4.0,2024-09,2024-09-02,2
202400000062,XuQiang,计算机学院,C1017858,离散数学,2.0,2023-09,2022-04-13,61
202400000063,ZhouNa,电子学院,C1024849,操作系统,2.0,2024-09,2023-03-03,46
202400000064,ZhaoFang,外语学院,C1009933,算法设计,4.0,2023-09,2022-06-30,96
202400000065,ZhangTao,经济学院,C1020419,数据结构,4.0,2022-09,2024-12-20,17
202400000066,ChenTao,经济学院,C1007491,编译原理,1.0,2024-02,2022-07-23,8
202400000067,LiuTao,电子学院,C1013421,数据结构,1.0,2023-09,2023-01-23,63
202400000068,LiuTao,计算机学院,C1023522,数据结构,3.0,2023-09,2023-10-20,6
202400000069,LiuLei,物理学院,C1014724,人工智能,4.0,2024-02,2022-10-29,16
202400000070,LiuTao,电子学院,C1030409,数据库系统,1.0,2022-09,2022-07-17,32
202400000071,ZhaoPeng,计算机学院,C1025292,人工智能,3.0,2024-02,2024-01-14,79
202400000072,ZhouWei,电子学院,C1031870,人工智能,3.0,2022-09,2023-02-12,75
202400000073,ChenWei,经济学院,C1017249,离散数学,1.0,2024-09,2024-02-11,72
202400000074,XuWei,外语学院,C1008486,人工智能,4.0,2024-09,2022-05-06,30
202400000075,LiQiang,经济学院,C1026339,离散数学,2.0,2022-09,2022-12-21,10
202400000076,ZhouMing,电子学院,C1008531,操作系统,2.0,2022-09,2023-12-12,34
202400000077,XuFang,电子学院,C1026739,编译原理,4.0,2024-02,2022-12-08,10
202400000078,LiuJun,经济学院,C1000507,数据结构,3.0,2022-09,2023-08-20,63
202400000079,WangNa,外语学院,C1013179,算法设计,1.0,2023-09,2024-10-02,96
202400000080,LiuTao,数学学院,C1022891,数据结构,3.0,2024-02,2024-07-06,20
202400000081,HuangFang,经济学院,C1002435,编译原理,3.0,2023-02,2023-05-12,34
202400000082,ZhangNa,计算机学院,C1026967,数据结构,2.0,2024-09,2023-07-23,49
202400000083,ZhaoPeng,经济学院,C1030073,计算机网络,1.0,2024-09,2023-09-29,15
202400000084,WangJun,电子学院,C1005214,数据库系统,3.0,2022-09,2022-03-07,51
202400000085,WangHua,物理学院,C1008247,操作系统,2.0,2022-09,2022-09-06,58
202400000086,ZhouLei,外语学院,C1012688,数据库系统,3.0,2022-09,2023-01-31,77
202400000087,ZhouNa,电子学院,C1021292,操作系统,4.0,2023-09,2023-04-25,73
202400000088,HuangFang,电子学院,C1032471,操作系统,1.0,2023-09,2023-05-19,6
202400000089,ChenJun,电子学院,C1011640,人工智能,2.0,2024-09,2024-05-12,78
202400000090,YangMing,物理学院,C1001887,计算机网络,4.0,2022-09,2024-09-24,0
202400000091,ChenLei,电子学院,C1029911,数据库系统,4.0,2023-02,2022-03-22,35
202400000092,ZhaoLei,经济学院,C1019783,数据结构,1.0,2023-09,2023-05-09,11
202400000093,LiuQiang,外语学院,C1020264,数据结构,2.0,2024-09,2022-05-10,67
202400000094,XuPeng,外语学院,C1030272,离散数学,4.0,2024-09,2023-09-21,33
202400000095,ChenLei,数学学院,C1025216,操作系统,3.0,2023-02,2022-01-09,7
202400000096,XuQiang,经济学院,C1012521,编译原理,4.0,2023-02,2023-10-26,29
202400000097,XuFang,外语学院,C1010499,数据库系统,1.0,2024-09,2022-07-23,70
202400000098,YangNa,经济学院,C1005385,数据库系统,1.0,2023-09,2023-03-21,69
202400000099,WangWei,经济学院,C1000760,人工智能,2.0,2023-02,2022-11-07,96
